DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
552 - MEDICAL BACK PROBLEMS W/O MCC,10078,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,AL - Birmingham,26,18527.61,4404.65,3578.65
552 - MEDICAL BACK PROBLEMS W/O MCC,10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,AL - Mobile,27,27523.74,4489.48,2938.48
552 - MEDICAL BACK PROBLEMS W/O MCC,10089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,AL - Birmingham,12,19301.5,4751.75,3576.75
552 - MEDICAL BACK PROBLEMS W/O MCC,10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,AL - Mobile,26,17570.65,4969.76,2954.34
552 - MEDICAL BACK PROBLEMS W/O MCC,10092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,AL - Tuscaloosa,84,19683.36,4949.84,3744.4
552 - MEDICAL BACK PROBLEMS W/O MCC,10103,BAPTIST MEDICAL CENTER-PRINCETON,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,AL - Birmingham,14,36456.71,4864.57,3496.07
552 - MEDICAL BACK PROBLEMS W/O MCC,10104,TRINITY MEDICAL CENTER,800 MONTCLAIR RD,BIRMINGHAM,AL,35213,AL - Birmingham,22,32485.13,4613.13,3901.5
552 - MEDICAL BACK PROBLEMS W/O MCC,10113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,AL - Mobile,66,14631.95,5052.8,3168.16
552 - MEDICAL BACK PROBLEMS W/O MCC,10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,AL - Birmingham,11,21117,5504.9,4099.09
552 - MEDICAL BACK PROBLEMS W/O MCC,10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,AL - Huntsville,13,29018.84,4311.07,3276
552 - MEDICAL BACK PROBLEMS W/O MCC,10139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,AL - Birmingham,54,44763.7,4173.64,3261.2
552 - MEDICAL BACK PROBLEMS W/O MCC,10149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,AL - Montgomery,17,17999.35,4790.05,3895.23
552 - MEDICAL BACK PROBLEMS W/O MCC,20001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,99519,AK - Anchorage,20,34458.9,7134.4,6008.8
552 - MEDICAL BACK PROBLEMS W/O MCC,30002,BANNER GOOD SAMARITAN MEDICAL CENTER,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,AZ - Phoenix,77,25925.61,6091.96,5164.81
552 - MEDICAL BACK PROBLEMS W/O MCC,30006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,AZ - Tucson,40,17943.75,5390.75,4371.6
552 - MEDICAL BACK PROBLEMS W/O MCC,30007,VERDE VALLEY MEDICAL CENTER,269 SOUTH CANDY LANE,COTTONWOOD,AZ,86326,AZ - Phoenix,18,28258.38,8327.55,5462.61
552 - MEDICAL BACK PROBLEMS W/O MCC,30010,CARONDELET ST  MARYS HOSPITAL,1601 WEST ST MARY'S ROAD,TUCSON,AZ,85745,AZ - Tucson,24,21577.79,5055.29,4215.62
552 - MEDICAL BACK PROBLEMS W/O MCC,30011,CARONDELET ST JOSEPHS HOSPITAL,350 NORTH WILMOT ROAD,TUCSON,AZ,85711,AZ - Tucson,30,21254.93,4753.63,3855.5
552 - MEDICAL BACK PROBLEMS W/O MCC,30012,YAVAPAI REGIONAL MEDICAL CENTER,1003 WILLOW CREEK ROAD,PRESCOTT,AZ,86301,AZ - Phoenix,28,20779.1,5677.85,4618.92
552 - MEDICAL BACK PROBLEMS W/O MCC,30013,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,AZ - Phoenix,27,21641.74,5494.81,4750.81
552 - MEDICAL BACK PROBLEMS W/O MCC,30014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,250 EAST DUNLAP AVENUE,PHOENIX,AZ,85020,AZ - Phoenix,51,22478.52,5300.6,4373.39
552 - MEDICAL BACK PROBLEMS W/O MCC,30023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,AZ - Phoenix,22,37940.27,9281.45,7350.04
552 - MEDICAL BACK PROBLEMS W/O MCC,30024,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,AZ - Phoenix,53,33009.66,7456.64,5949.13
552 - MEDICAL BACK PROBLEMS W/O MCC,30038,SCOTTSDALE HEALTHCARE-OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,AZ - Phoenix,59,28528.94,5563.32,4251.84
552 - MEDICAL BACK PROBLEMS W/O MCC,30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,AZ - Sun City,85,27330.23,4752.92,3836.74
552 - MEDICAL BACK PROBLEMS W/O MCC,30064,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSIT, THE",1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,AZ - Tucson,36,27145.72,8418.88,7126.86
552 - MEDICAL BACK PROBLEMS W/O MCC,30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,AZ - Mesa,33,20234.84,5669.09,4326.12
552 - MEDICAL BACK PROBLEMS W/O MCC,30069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CIT,AZ,86403,AZ - Phoenix,25,25667.8,5340.08,4170.24
552 - MEDICAL BACK PROBLEMS W/O MCC,30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,AZ - Tucson,24,25510.25,4673,3779.5
552 - MEDICAL BACK PROBLEMS W/O MCC,30087,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,AZ - Phoenix,35,24718.31,4696.8,3958.4
552 - MEDICAL BACK PROBLEMS W/O MCC,30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,AZ - Mesa,57,20546.05,4718.92,3910.29
552 - MEDICAL BACK PROBLEMS W/O MCC,30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,AZ - Phoenix,34,22252.5,5562.11,4314.05
552 - MEDICAL BACK PROBLEMS W/O MCC,30093,BANNER DEL E WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,AZ - Sun City,44,28932.88,4724.36,3834.09
552 - MEDICAL BACK PROBLEMS W/O MCC,30094,ARROWHEAD HOSPITAL,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,AZ - Phoenix,12,20125.25,5579.5,4026.91
552 - MEDICAL BACK PROBLEMS W/O MCC,30101,WESTERN ARIZONA REGIONAL MEDICAL CTR,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,NV - Las Vegas,30,40280,5499.73,4453.16
552 - MEDICAL BACK PROBLEMS W/O MCC,30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,AZ - Phoenix,25,20320.88,6617.64,5812.84
552 - MEDICAL BACK PROBLEMS W/O MCC,30110,WEST VALLEY HOSPITAL,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,AZ - Phoenix,20,24461,5637.8,4243.15
552 - MEDICAL BACK PROBLEMS W/O MCC,30115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037,AZ - Phoenix,16,27882.43,6061.25,4284.43
552 - MEDICAL BACK PROBLEMS W/O MCC,30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209,AZ - Mesa,14,32951.64,5522.5,4485.07
552 - MEDICAL BACK PROBLEMS W/O MCC,40004,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,3215 N NORTH HILLS BLVD,FAYETTEVILLE,AR,72703,AR - Springdale,20,23033.75,4310.1,3414.1
552 - MEDICAL BACK PROBLEMS W/O MCC,100069,FLORIDA HOSPITAL CARROLLWOOD,7171 NORTH DALE MABRY,TAMPA,FL,33614,FL - Tampa,12,25932.33,4600.83,3851.5
552 - MEDICAL BACK PROBLEMS W/O MCC,40007,ST VINCENT INFIRMARY MEDICAL CENTER,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,AR - Little Rock,48,15928,4823.29,3854.85
552 - MEDICAL BACK PROBLEMS W/O MCC,40010,MERCY MEDICAL CENTER,2710 RIFE MEDICAL LANE,ROGERS,AR,72758,AR - Springdale,20,10778.75,4405.05,3560.85
552 - MEDICAL BACK PROBLEMS W/O MCC,40011,"JOHN ED CHAMBERS MEM HOSP, INC",HIGHWAY 10 AT DETROIT STREET,DANVILLE,AR,72833,AR - Little Rock,39,4625.38,4376.61,3769.53
552 - MEDICAL BACK PROBLEMS W/O MCC,40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,AR,72143,AR - Little Rock,40,13992.45,4582.52,3652.62
552 - MEDICAL BACK PROBLEMS W/O MCC,40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,AR - Little Rock,32,11099.18,6327.53,4713.4
552 - MEDICAL BACK PROBLEMS W/O MCC,40020,ST BERNARDS MEDICAL CTR,225 E JACKSON,JONESBORO,AR,72401,AR - Jonesboro,35,8540.97,5805.71,3473.68
552 - MEDICAL BACK PROBLEMS W/O MCC,40022,"NW ARKANSAS HOSPITALS, LLC",609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764,AR - Springdale,39,28571.46,4761.58,3478.48
552 - MEDICAL BACK PROBLEMS W/O MCC,40026,ST JOSEPHS MERCY HEALTH CENTER INC,300 WERNER STREET,HOT SPRINGS,AR,71903,AR - Little Rock,34,16476.23,4540.79,3404.32
552 - MEDICAL BACK PROBLEMS W/O MCC,40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,MO - Springfield,23,6514.6,4329.73,3142.17
552 - MEDICAL BACK PROBLEMS W/O MCC,40036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NORTH LITTLE RO,AR,72117,AR - Little Rock,20,12541.1,4250.3,3522.5
552 - MEDICAL BACK PROBLEMS W/O MCC,40039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,AR - Jonesboro,15,8006.93,4734.86,3832.26
552 - MEDICAL BACK PROBLEMS W/O MCC,40041,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,AR - Little Rock,11,17605,4783.09,3683.63
552 - MEDICAL BACK PROBLEMS W/O MCC,40055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,FORT SMITH,AR,72901,AR - Fort Smith,27,10940.88,4616.29,3707.81
552 - MEDICAL BACK PROBLEMS W/O MCC,40062,ST EDWARD MERCY MEDICAL CENTER,7301 ROGERS AVE,FORT SMITH,AR,72917,AR - Fort Smith,16,15925.31,4382.31,3035.87
552 - MEDICAL BACK PROBLEMS W/O MCC,40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,AR - Little Rock,11,16673.72,5217.72,4294.45
552 - MEDICAL BACK PROBLEMS W/O MCC,40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ROAD,STUTTGART,AR,72160,AR - Little Rock,14,11778,5072.14,4069.42
552 - MEDICAL BACK PROBLEMS W/O MCC,40076,HOT SPRING COUNTY MEDICAL CENTER,1001 SCHNEIDER DRIVE,MALVERN,AR,72104,AR - Little Rock,16,12713.37,4997.5,4292
552 - MEDICAL BACK PROBLEMS W/O MCC,40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,AR - Little Rock,25,31923.44,4850.44,3707.24
552 - MEDICAL BACK PROBLEMS W/O MCC,40085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING DRIVE,HELENA,AR,72342,TN - Memphis,21,21622.09,5175.52,4423.9
552 - MEDICAL BACK PROBLEMS W/O MCC,40088,MEDICAL CENTER SOUTH ARKANSAS,700 WEST GROVE STREET,EL DORADO,AR,71731,AR - Little Rock,12,17105.33,5097.25,3605.58
552 - MEDICAL BACK PROBLEMS W/O MCC,40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE 630, EXIT 7",LITTLE ROCK,AR,72205,AR - Little Rock,68,15617.58,4934.58,3419.1
552 - MEDICAL BACK PROBLEMS W/O MCC,40118,NEA BAPTIST MEMORIAL HOSPITAL,3024 STADIUM BOULEVARD,JONESBORO,AR,72401,AR - Jonesboro,18,17618.72,4813.27,4046
552 - MEDICAL BACK PROBLEMS W/O MCC,40119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503,AR - Little Rock,18,14856,4959.77,4072.5
552 - MEDICAL BACK PROBLEMS W/O MCC,50006,ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,95501,CA - Redding,11,28188.81,6498.81,5484.27
552 - MEDICAL BACK PROBLEMS W/O MCC,50007,PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,94010,CA - San Mateo County,27,41858.48,6198,5325.85
552 - MEDICAL BACK PROBLEMS W/O MCC,50009,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,CA - Napa,28,50479.46,6850.39,5710.67
552 - MEDICAL BACK PROBLEMS W/O MCC,50017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,95819,CA - Sacramento,12,38095.33,6785.66,5944.66
552 - MEDICAL BACK PROBLEMS W/O MCC,50022,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,CA - San Bernardino,24,40275.5,6891.08,6141.75
552 - MEDICAL BACK PROBLEMS W/O MCC,50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,CA,92103,CA - San Diego,44,28126.56,9068.09,8227.09
552 - MEDICAL BACK PROBLEMS W/O MCC,50026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,91942,CA - San Diego,44,31251.36,6166.13,5033.59
552 - MEDICAL BACK PROBLEMS W/O MCC,50030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,95966,CA - Chico,24,26649.37,6165.5,5418.83
552 - MEDICAL BACK PROBLEMS W/O MCC,50036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST BOX 1888,BAKERSFIELD,CA,93301,CA - Bakersfield,14,28664.14,6319.92,5356.5
552 - MEDICAL BACK PROBLEMS W/O MCC,50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,95926,CA - Chico,59,31907.27,5328.33,4372.81
552 - MEDICAL BACK PROBLEMS W/O MCC,50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,94609,CA - Alameda County,26,46351.46,8468.11,7512.73
552 - MEDICAL BACK PROBLEMS W/O MCC,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,SAN FRANCISCO,CA,94115,CA - San Francisco,47,34042.72,9174.61,7892.93
552 - MEDICAL BACK PROBLEMS W/O MCC,50056,ANTELOPE VALLEY HOSPITAL MED CENTER,1600 W AVE J,LANCASTER,CA,93534,CA - Los Angeles,51,20700.49,6842.76,5673.94
552 - MEDICAL BACK PROBLEMS W/O MCC,50057,KAWEAH DELTA MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,93291,CA - Bakersfield,30,25595.06,6246.93,5240.2
552 - MEDICAL BACK PROBLEMS W/O MCC,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,91204,CA - Los Angeles,34,38783.52,7635.91,6710.26
552 - MEDICAL BACK PROBLEMS W/O MCC,50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,93715,CA - Fresno,45,38785.88,7978.93,6663.22
552 - MEDICAL BACK PROBLEMS W/O MCC,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,90028,CA - Los Angeles,29,34958.89,9192,8494.89
552 - MEDICAL BACK PROBLEMS W/O MCC,50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,CA - San Diego,62,29509.5,7306.51,6268.46
552 - MEDICAL BACK PROBLEMS W/O MCC,50079,DOCTORS MEDICAL CENTER-SAN PABLO,2000 VALE RD,SAN PABLO,CA,94806,CA - San Francisco,12,40497.58,7214.83,6279.5
552 - MEDICAL BACK PROBLEMS W/O MCC,50082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,93030,CA - Ventura,39,41735.38,6846.56,5112.23
552 - MEDICAL BACK PROBLEMS W/O MCC,50084,ST JOSEPHS MED CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,95204,CA - Stockton,20,50727.7,6920.3,5906.3
552 - MEDICAL BACK PROBLEMS W/O MCC,50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,93710,CA - Fresno,49,26313.79,5863.71,5012.85
552 - MEDICAL BACK PROBLEMS W/O MCC,50099,SAN ANTONIO COMMUNITY HOSPITAL,999 SAN BERNARDINO RD,UPLAND,CA,91786,CA - San Bernardino,16,29527.18,5715.56,4237.06
552 - MEDICAL BACK PROBLEMS W/O MCC,50100,SHARP MEMORIAL HOSPITAL,7901 FROST ST,SAN DIEGO,CA,92123,CA - San Diego,43,43140.55,7004.62,5509.23
552 - MEDICAL BACK PROBLEMS W/O MCC,50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,90033,CA - Los Angeles,23,55326.43,9079.73,8202.17
552 - MEDICAL BACK PROBLEMS W/O MCC,50104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,90262,CA - Los Angeles,16,28520.87,9028.62,8042.12
552 - MEDICAL BACK PROBLEMS W/O MCC,50108,SUTTER GENERAL HOSPITAL,2801 L STREET,SACRAMENTO,CA,95816,CA - Sacramento,24,31740.87,7152.7,6307.7
552 - MEDICAL BACK PROBLEMS W/O MCC,50111,TEMPLE COMMUNITY HOSPITAL,235 N HOOVER ST,LOS ANGELES,CA,90004,CA - Los Angeles,19,23594.1,7511.84,6742.36
552 - MEDICAL BACK PROBLEMS W/O MCC,50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,90404,CA - Los Angeles,46,39755.97,6443.93,5406.41
552 - MEDICAL BACK PROBLEMS W/O MCC,50115,PALOMAR MEDICAL CENTER,555 E VALLEY PARKWAY,ESCONDIDO,CA,92025,CA - San Diego,27,42545.29,5768.7,4593
552 - MEDICAL BACK PROBLEMS W/O MCC,50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,CA - Los Angeles,47,49107.06,7038.4,5678.4
552 - MEDICAL BACK PROBLEMS W/O MCC,50118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH ST,MANTECA,CA,95336,CA - Stockton,18,59573.77,5653.27,4774.72
552 - MEDICAL BACK PROBLEMS W/O MCC,50121,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,HANFORD,CA,93230,CA - Fresno,27,25573.7,6297.33,5388.14
552 - MEDICAL BACK PROBLEMS W/O MCC,50124,VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91209,CA - Los Angeles,23,23815.69,5522.04,4589.69
552 - MEDICAL BACK PROBLEMS W/O MCC,50125,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,CA - San Jose,38,78988.81,9303.34,8198.76
552 - MEDICAL BACK PROBLEMS W/O MCC,50126,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91406,CA - Los Angeles,23,27104.69,7532.73,6653.78
552 - MEDICAL BACK PROBLEMS W/O MCC,50132,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,CA - Los Angeles,17,46145.52,7292.17,6300.88
552 - MEDICAL BACK PROBLEMS W/O MCC,50133,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,MARYSVILLE,CA,95901,CA - Sacramento,30,32897.23,6212.36,5313.16
552 - MEDICAL BACK PROBLEMS W/O MCC,50135,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,CA - Los Angeles,14,18412.35,8324.35,7717.92
552 - MEDICAL BACK PROBLEMS W/O MCC,50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,CA - Salinas,34,34373.47,6810.2,5283.88
